id,code,decor,structure,name,url,category,sellUnit,label,length,width,description,isNew,thickness,side,producer,additional_info,price_600_m_1,price_700_m_1,price_800_m_1,price_900_m_1,price_1200_m_1,price_600_m_2,price_700_m_2,price_800_m_2,price_900_m_2,price_1200_m_2_2,url + code
recYJf1LRo3auFzOk,J_6263_FUN_3050; 4200_28,6263,FUN,DĄB SALERNO,https://qr-codes-page.vercel.app/product/recYJf1LRo3auFzOk,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recYJf1LRo3auFzOk, J_6263_FUN_3050; 4200_28"
recirQhxvM3bVVwz1,J_6280_FUN_3050; 4200_28,6280,FUN,DĄB SANCTUARIUM,https://qr-codes-page.vercel.app/product/recirQhxvM3bVVwz1,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recirQhxvM3bVVwz1, J_6280_FUN_3050; 4200_28"
recIVXml9OePcQVj9,J_256_ST87_3050; 4200_28,256,ST87,ŁUPEK,https://qr-codes-page.vercel.app/product/recIVXml9OePcQVj9,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recIVXml9OePcQVj9, J_256_ST87_3050; 4200_28"
rec9wWg1HEeKTK1ka,J_5057_MOON_3050_28,5057,MOON,MARMUR CASTILLA,https://qr-codes-page.vercel.app/product/rec9wWg1HEeKTK1ka,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/rec9wWg1HEeKTK1ka, J_5057_MOON_3050_28"
recP6nwSLM83sfovi,J_202_MG_3050; 4200_28,202,MG,MARMUR CZARNY,https://qr-codes-page.vercel.app/product/recP6nwSLM83sfovi,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recP6nwSLM83sfovi, J_202_MG_3050; 4200_28"
recZ7QfymBHG9vx4a,J_461_ST10_3050; 4200_28,461,ST10,METAL ANTRACYTOWY,https://qr-codes-page.vercel.app/product/recZ7QfymBHG9vx4a,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recZ7QfymBHG9vx4a, J_461_ST10_3050; 4200_28"
recRjZlPwVmCHTCL5,J_221_ST87_3050; 4200_28,221,ST87,TESSINA KREM,https://qr-codes-page.vercel.app/product/recRjZlPwVmCHTCL5,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recRjZlPwVmCHTCL5, J_221_ST87_3050; 4200_28"
recv11eTFTcjoTlbk,J_6309_FUN_3050_28,6309,FUN,ZŁOTE DREWNO,https://qr-codes-page.vercel.app/product/recv11eTFTcjoTlbk,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 84,86","PLN 179,93","PLN 185,90","PLN 191,88","PLN 209,34","PLN 142,49","PLN 182,62","PLN 188,79","PLN 194,96","PLN 186,72","https://qr-codes-page.vercel.app/product/recv11eTFTcjoTlbk, J_6309_FUN_3050_28"
recD9hVKBrNYdDsdP,J_9999_P_3050_28,9999,P,ALHAMBRA,https://qr-codes-page.vercel.app/product/recD9hVKBrNYdDsdP,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recD9hVKBrNYdDsdP, J_9999_P_3050_28"
recwd5i77yONOSTjJ,J_274_MG_3050; 4200_28,274,MG,BETON JASNY,https://qr-codes-page.vercel.app/product/recwd5i77yONOSTjJ,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recwd5i77yONOSTjJ, J_274_MG_3050; 4200_28"
recgKqq5juA0YwDB2,J_2810_SK_3050_28,2810,SK,BETON TAIGA,https://qr-codes-page.vercel.app/product/recgKqq5juA0YwDB2,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recgKqq5juA0YwDB2, J_2810_SK_3050_28"
recO3wGcTVChe4zf8,J_4100_P_3050; 4200_28,4100,P,BIAŁY,https://qr-codes-page.vercel.app/product/recO3wGcTVChe4zf8,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recO3wGcTVChe4zf8, J_4100_P_3050; 4200_28"
recAPHrNXOYXr3UwQ,J_8681_P_3050; 4200_28,8681,P,BIAŁY BRYLANTOWY,https://qr-codes-page.vercel.app/product/recAPHrNXOYXr3UwQ,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recAPHrNXOYXr3UwQ, J_8681_P_3050; 4200_28"
recg0cY94VR4HlqVb,J_999_ST89_3050; 4200_28,999,ST89,CZARNY,https://qr-codes-page.vercel.app/product/recg0cY94VR4HlqVb,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recg0cY94VR4HlqVb, J_999_ST89_3050; 4200_28"
rec5uwf2mmjugJLCj,J_6287_FUN_3050_28,6287,FUN,DĄB DZIKI,https://qr-codes-page.vercel.app/product/rec5uwf2mmjugJLCj,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/rec5uwf2mmjugJLCj, J_6287_FUN_3050_28"
recgwO3Voj0iBIo04,J_6205_FUN_3050; 4200_28,6205,FUN,DĄB LOCKSLEY,https://qr-codes-page.vercel.app/product/recgwO3Voj0iBIo04,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recgwO3Voj0iBIo04, J_6205_FUN_3050; 4200_28"
recbCxMEfJ2ds2s6x,J_3157_ST19_3050; 4200_28,3157,ST19,DĄB VINCENZA,https://qr-codes-page.vercel.app/product/recbCxMEfJ2ds2s6x,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recbCxMEfJ2ds2s6x, J_3157_ST19_3050; 4200_28"
recNftfDl3mjiHb84,J_5568_P_3050_28,5568,P,EVEREST,https://qr-codes-page.vercel.app/product/recNftfDl3mjiHb84,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recNftfDl3mjiHb84, J_5568_P_3050_28"
recTFNcgHAgVMhnL3,J_113_ST75_3050; 4200_28,113,ST75,MARMUR SAHARA,https://qr-codes-page.vercel.app/product/recTFNcgHAgVMhnL3,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recTFNcgHAgVMhnL3, J_113_ST75_3050; 4200_28"
recPwrWal8qGWyg8g,J_963_ST9_3050; 4200_28,963,ST9,SZARY DIAMENTOWY,https://qr-codes-page.vercel.app/product/recPwrWal8qGWyg8g,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 88,94","PLN 192,31","PLN 198,29","PLN 204,26","PLN 221,71","PLN 148,68","PLN 195,01","PLN 201,18","PLN 207,34","PLN 195,71","https://qr-codes-page.vercel.app/product/recPwrWal8qGWyg8g, J_963_ST9_3050; 4200_28"
recQqU3rf4xpWtzDy,J_2699_GR_3050_28,2699,GR,GRANIT CZARNY,https://qr-codes-page.vercel.app/product/recQqU3rf4xpWtzDy,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/recQqU3rf4xpWtzDy, J_2699_GR_3050_28"
recIVChpio0dXYGVx,J_7732_AET_3050_28,7732,AET,GRANIT MIODOWY,https://qr-codes-page.vercel.app/product/recIVChpio0dXYGVx,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/recIVChpio0dXYGVx, J_7732_AET_3050_28"
recDBJlXAmSIxgcKC,J_F200_ST76_3050; 4200_28,F200,ST76,MARMUR CUPRIANOWOŚĆ,https://qr-codes-page.vercel.app/product/recDBJlXAmSIxgcKC,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/recDBJlXAmSIxgcKC, J_F200_ST76_3050; 4200_28"
receQgu7joMpAdXtv,J_F7024_ST76_3050; 4200_28,F7024,ST76,MARMUR CASPIO JASNYNOWOŚĆ,https://qr-codes-page.vercel.app/product/receQgu7joMpAdXtv,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/receQgu7joMpAdXtv, J_F7024_ST76_3050; 4200_28"
reci3UkOq8AQ6ZGjp,J_F7025_ST76_3050; 4200_28,F7025,ST76,MARMUR CASPIO SZARYNOWOŚĆ,https://qr-codes-page.vercel.app/product/reci3UkOq8AQ6ZGjp,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/reci3UkOq8AQ6ZGjp, J_F7025_ST76_3050; 4200_28"
recJqgNv91WD6H3G8,J_5090 (990P)_P_3050_28,5090 (990P),P,MARMUR CREAM CARRARANOWOŚĆ,https://qr-codes-page.vercel.app/product/recJqgNv91WD6H3G8,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/recJqgNv91WD6H3G8, J_5090 (990P)_P_3050_28"
recIweThJdZXdacIx,J_580_P_3050; 4200_28,580,P,TRAWERTYN,https://qr-codes-page.vercel.app/product/recIweThJdZXdacIx,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050; 4200,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 91,69","PLN 197,82","PLN 203,80","PLN 209,78","PLN 227,24","PLN 151,45","PLN 200,52","PLN 206,69","PLN 212,86","PLN 201,72","https://qr-codes-page.vercel.app/product/recIweThJdZXdacIx, J_580_P_3050; 4200_28"
recO335IVYh4XqDjB,J_6254_RW_3050_28,6254,RW,AMBER,https://qr-codes-page.vercel.app/product/recO335IVYh4XqDjB,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/recO335IVYh4XqDjB, J_6254_RW_3050_28"
rechlW4tXaELZCyX8,J_6227_RW_3050_28,6227,RW,GRANIT JANTAR,https://qr-codes-page.vercel.app/product/rechlW4tXaELZCyX8,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/rechlW4tXaELZCyX8, J_6227_RW_3050_28"
rec31DM29oI7PAyIz,J_5544_P_3050_28,5544,P,MARMUR CZARNY,https://qr-codes-page.vercel.app/product/rec31DM29oI7PAyIz,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/rec31DM29oI7PAyIz, J_5544_P_3050_28"
recHqOuFevzDGJPKp,J_2273_STU_3050_28,2273,STU,MARMUR YANG,https://qr-codes-page.vercel.app/product/recHqOuFevzDGJPKp,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/recHqOuFevzDGJPKp, J_2273_STU_3050_28"
recDEASAGIACzFOk9,J_2272_STU_3050_28,2272,STU,MARMUR YIN,https://qr-codes-page.vercel.app/product/recDEASAGIACzFOk9,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/recDEASAGIACzFOk9, J_2272_STU_3050_28"
recjjgumXli85DudZ,J_5546_P_3050_28,5546,P,SALAMANCA,https://qr-codes-page.vercel.app/product/recjjgumXli85DudZ,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/recjjgumXli85DudZ, J_5546_P_3050_28"
recw94leZtJTHVfVJ,J_2279_STU_3050_28,2279,STU,SREBRNE PALAZIO,https://qr-codes-page.vercel.app/product/recw94leZtJTHVfVJ,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 101,27","PLN 220,00","PLN 225,97","PLN 231,95","PLN 249,40","PLN 162,53","PLN 222,70","PLN 228,86","PLN 235,02","PLN 222,82","https://qr-codes-page.vercel.app/product/recw94leZtJTHVfVJ, J_2279_STU_3050_28"
recX7Elkrzzr8Idbk,J_101_P_3050_28,101,P,ANDROMEDA PORCELANOWA,https://qr-codes-page.vercel.app/product/recX7Elkrzzr8Idbk,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/recX7Elkrzzr8Idbk, J_101_P_3050_28"
recIArehtvrrxkwWs,J_190W_P_3050_28,190W,P,ANDROMEDA CZARNA,https://qr-codes-page.vercel.app/product/recIArehtvrrxkwWs,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/recIArehtvrrxkwWs, J_190W_P_3050_28"
rec9N7NZYgIQfEA1b,J_8830_CER_3050_28,8830,CER,BETON ELEMENTAL,https://qr-codes-page.vercel.app/product/rec9N7NZYgIQfEA1b,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/rec9N7NZYgIQfEA1b, J_8830_CER_3050_28"
recZGEOuV2KDGZGQo,J_3421_P_3050_28,3421,P,BIANCA LUNA,https://qr-codes-page.vercel.app/product/recZGEOuV2KDGZGQo,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/recZGEOuV2KDGZGQo, J_3421_P_3050_28"
recJ6AHtH6WHd0uRv,J_8833_CER_3050_28,8833,CER,GRAFIT ELEMENTAL,https://qr-codes-page.vercel.app/product/recJ6AHtH6WHd0uRv,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/recJ6AHtH6WHd0uRv, J_8833_CER_3050_28"
rec5C8cHO66BFVlns,J_9482_AET_3050_28,9482,AET,MARMUR CAPPUCINO,https://qr-codes-page.vercel.app/product/rec5C8cHO66BFVlns,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/rec5C8cHO66BFVlns, J_9482_AET_3050_28"
recg6WUel1EkQoYOb,J_3010_P_3050_28,3010,P,GLITTER STONE,https://qr-codes-page.vercel.app/product/recg6WUel1EkQoYOb,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/recg6WUel1EkQoYOb, J_3010_P_3050_28"
rectsdFOOiq6oxDSb,J_3450_RAD_3050_28,3450,RAD,MINERAL JET,https://qr-codes-page.vercel.app/product/rectsdFOOiq6oxDSb,Blat,"600: możliwość kupna połowy blatu.
Pozostałe wartianty sprzedawane w całości.",J,3050,600; 700; 800; 900; 1200,"Blat postforming,  jednostronnie lub dwustronnie zaoblony",,28,1_2,Juan,,"PLN 105,93","PLN 240,97","PLN 246,95","PLN 252,93","PLN 270,39","PLN 173,02","PLN 243,67","PLN 249,84","PLN 256,00","PLN 236,06","https://qr-codes-page.vercel.app/product/rectsdFOOiq6oxDSb, J_3450_RAD_3050_28"
